id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste
500369,Company_38,2020-12-13,2020-12-29,2021-06-19,6160,3859,2301
500370,Company_38,2023-11-28,2024-02-27,2024-05-08,20242,16958,3284
500371,Company_38,2023-10-16,2023-11-24,2024-03-28,1267,385,882
500372,Company_38,2020-10-29,2021-02-12,2021-06-27,5248,2045,3203
500373,Company_38,2021-11-12,2022-01-20,2022-05-18,14858,7000,7858
500374,Company_38,2021-03-28,2021-05-19,2021-07-25,11631,4309,7322
500375,Company_38,2020-02-19,2020-06-01,2020-06-23,14678,14455,223
500376,Company_38,2022-12-04,2023-02-09,2023-05-20,5393,4991,402
500377,Company_38,2020-10-30,2021-02-09,2021-07-24,17113,10991,6122
500378,Company_38,2021-11-19,2021-12-21,2021-12-28,1309,1037,272
500379,Company_38,2020-08-21,2020-10-30,2021-04-03,2472,458,2014
500380,Company_39,2022-11-09,2022-11-26,2023-06-04,11299,287,11012
500381,Company_39,2022-02-04,2022-04-05,2022-05-28,6644,5097,1547
500382,Company_39,2020-08-23,2020-10-27,2021-02-02,18695,10154,8541
500383,Company_39,2020-12-31,2021-02-02,2021-02-08,15677,3266,12411
500384,Company_39,2021-08-04,2021-10-31,2021-12-11,13223,43,13180
500385,Company_39,2023-01-07,2023-02-23,2023-03-04,3868,3557,311
500386,Company_39,2023-02-24,2023-04-10,2023-05-31,15221,15187,34
500387,Company_39,2020-11-29,2020-12-19,2021-05-08,20743,9108,11635
500388,Company_39,2021-03-21,2021-04-16,2021-05-28,22129,5982,16147
500389,Company_39,2022-07-28,2022-09-26,2023-01-28,14472,11989,2483
500390,Company_39,2021-09-23,2021-11-03,2021-12-17,18914,12052,6862
500391,Company_39,2021-05-19,2021-06-16,2021-11-04,12866,11689,1177
500392,Company_39,2022-06-26,2022-10-09,2022-12-14,9576,4222,5354
500393,Company_39,2021-02-03,2021-05-31,2021-08-17,9150,7489,1661
500394,Company_40,2022-07-19,2022-08-03,2023-02-07,17064,12903,4161
500395,Company_40,2022-04-11,2022-07-10,2022-12-06,8554,5221,3333
500396,Company_40,2020-08-29,2020-10-23,2020-11-08,11048,343,10705
500397,Company_41,2021-10-17,2022-02-06,2022-03-01,11096,8361,2735
500398,Company_41,2020-05-12,2020-06-15,2020-09-21,17896,1264,16632
500399,Company_41,2020-03-19,2020-05-19,2020-07-17,21250,10358,10892
500400,Company_41,2021-07-26,2021-10-14,2021-12-31,15310,4947,10363
500401,Company_41,2023-08-19,2023-09-01,2024-01-27,8766,5412,3354
500402,Company_41,2022-07-01,2022-08-12,2023-02-19,802,16,786
500403,Company_41,2022-11-30,2023-03-02,2023-08-04,24764,22065,2699
500404,Company_41,2024-01-11,2024-04-26,2024-07-03,17058,16750,308
500405,Company_41,2023-11-14,2024-01-24,2024-03-21,22452,2788,19664
500406,Company_41,2021-11-04,2021-12-04,2022-04-15,17134,1732,15402
500407,Company_41,2024-01-18,2024-01-29,2024-05-07,8462,6282,2180
500408,Company_42,2023-01-21,2023-03-25,2023-08-26,3344,1154,2190
500409,Company_42,2022-03-23,2022-05-21,2022-12-01,16081,361,15720
500410,Company_42,2021-01-01,2021-04-27,2021-10-25,6567,6563,4
500411,Company_42,2020-12-25,2021-02-15,2021-07-01,2661,729,1932
500412,Company_42,2023-11-13,2023-11-23,2024-06-08,22860,227,22633
500413,Company_42,2023-03-02,2023-05-23,2023-11-19,15210,15039,171
500414,Company_42,2022-09-05,2022-11-27,2023-04-24,13956,11245,2711
500415,Company_42,2023-08-21,2023-11-10,2023-12-23,15546,3549,11997
500416,Company_42,2021-08-13,2021-11-10,2022-04-05,12505,6838,5667
500417,Company_42,2022-12-22,2023-03-20,2023-09-16,5065,11,5054
500418,Company_42,2022-05-21,2022-08-25,2023-01-13,24770,8343,16427
500419,Company_42,2022-04-01,2022-06-10,2022-12-02,23991,2504,21487
500420,Company_42,2023-04-12,2023-05-27,2023-09-23,21220,20149,1071
500421,Company_42,2023-03-04,2023-05-06,2023-05-07,7020,5331,1689
500422,Company_42,2021-07-30,2021-10-17,2022-02-01,13216,9017,4199
500423,Company_42,2020-01-22,2020-04-22,2020-08-26,19936,18966,970
500424,Company_43,2021-04-02,2021-07-15,2021-07-27,1435,43,1392
500425,Company_43,2022-08-26,2022-11-02,2023-03-13,23473,14408,9065
500426,Company_43,2023-07-18,2023-08-19,2023-12-15,20306,15318,4988
500427,Company_43,2023-10-04,2023-10-31,2023-11-22,19348,8946,10402
500428,Company_43,2023-09-09,2023-10-21,2024-03-13,9549,9153,396
500429,Company_44,2021-01-30,2021-03-01,2021-04-24,2077,520,1557
500430,Company_44,2022-10-05,2022-10-19,2023-02-26,7987,7049,938
500431,Company_44,2022-07-03,2022-07-26,2022-08-22,22803,17469,5334
500432,Company_44,2020-03-10,2020-06-21,2020-09-05,15715,7328,8387
500433,Company_44,2022-01-11,2022-04-04,2022-05-27,2134,1907,227
500434,Company_44,2021-02-13,2021-02-28,2021-07-20,7092,3547,3545
500435,Company_44,2022-07-30,2022-10-12,2023-02-09,13256,6170,7086
500436,Company_44,2022-09-19,2022-10-05,2023-04-21,4166,2232,1934
500437,Company_44,2021-11-27,2022-01-03,2022-03-21,14297,9511,4786
500438,Company_44,2020-10-17,2021-01-17,2021-04-08,12836,6208,6628
500439,Company_44,2022-06-01,2022-06-29,2022-08-16,16551,12967,3584
500440,Company_44,2020-01-24,2020-03-10,2020-06-11,13131,10501,2630
500441,Company_44,2020-06-15,2020-08-29,2021-03-03,6943,574,6369
500442,Company_44,2021-09-20,2021-10-19,2022-04-21,9310,560,8750
500443,Company_44,2020-06-04,2020-06-23,2020-09-30,11378,8726,2652
500444,Company_45,2020-11-17,2021-01-21,2021-01-27,894,416,478
500445,Company_45,2020-06-07,2020-07-05,2020-10-17,3741,2064,1677
500446,Company_45,2020-06-14,2020-09-03,2020-11-03,7898,2765,5133
500447,Company_45,2023-11-07,2024-01-22,2024-07-25,23718,6594,17124
500448,Company_46,2021-09-11,2021-10-26,2021-11-20,17533,12196,5337
500449,Company_46,2020-12-11,2021-03-25,2021-07-23,15922,6347,9575
500450,Company_46,2021-11-09,2022-01-23,2022-02-23,17421,8818,8603
500451,Company_46,2022-11-30,2023-02-23,2023-06-13,8943,5510,3433
500452,Company_46,2022-12-27,2023-02-15,2023-07-24,17164,1008,16156
500453,Company_46,2023-04-28,2023-06-17,2023-09-23,24839,14435,10404
500454,Company_46,2021-04-29,2021-06-28,2021-11-09,6446,6311,135
500455,Company_46,2020-07-19,2020-11-02,2021-04-01,12224,10661,1563
500456,Company_46,2022-09-20,2022-11-11,2023-02-21,8565,5729,2836
500457,Company_46,2022-12-25,2023-01-09,2023-03-13,21186,11740,9446
500458,Company_46,2023-07-24,2023-10-10,2024-04-24,20912,13413,7499
500459,Company_46,2021-02-09,2021-04-11,2021-10-02,5584,1598,3986
500460,Company_46,2021-01-06,2021-04-18,2021-10-10,22902,3362,19540
500461,Company_46,2020-05-18,2020-09-01,2020-12-26,12296,7465,4831
500462,Company_46,2021-04-21,2021-06-30,2021-09-25,12640,2894,9746
500463,Company_46,2022-09-17,2022-09-28,2022-10-25,20661,2544,18117
500464,Company_46,2021-05-24,2021-09-07,2022-03-17,9159,5466,3693
500465,Company_46,2021-12-30,2022-01-18,2022-07-22,23987,14559,9428
500466,Company_46,2022-09-29,2023-01-02,2023-06-09,3731,622,3109
500467,Company_47,2021-12-06,2021-12-24,2022-02-26,17808,14276,3532
500468,Company_47,2023-12-23,2024-03-05,2024-06-25,20608,10209,10399
500469,Company_47,2022-01-21,2022-05-16,2022-08-04,23729,8375,15354
500470,Company_47,2021-04-07,2021-04-19,2021-05-31,4512,4460,52
500471,Company_47,2022-10-22,2023-01-01,2023-06-04,4627,4614,13
500472,Company_47,2021-12-26,2022-04-13,2022-10-23,6292,5410,882
500473,Company_47,2023-03-10,2023-05-04,2023-05-11,21844,17547,4297
500474,Company_47,2022-09-26,2022-12-04,2023-04-05,22864,19313,3551
500475,Company_47,2020-03-19,2020-04-25,2020-08-05,17968,189,17779
500476,Company_47,2020-07-02,2020-08-07,2020-09-25,6074,237,5837
500477,Company_47,2022-09-02,2022-10-28,2023-05-15,9366,4892,4474
500478,Company_48,2022-07-02,2022-10-08,2023-02-11,14287,10164,4123
500479,Company_48,2020-06-29,2020-08-27,2020-09-24,16842,13816,3026
500480,Company_48,2023-09-28,2024-01-15,2024-04-17,22992,9996,12996
500481,Company_48,2020-06-23,2020-07-11,2020-08-14,23754,8599,15155
500482,Company_48,2020-02-03,2020-03-20,2020-08-26,21202,9092,12110
500483,Company_48,2022-12-14,2023-02-23,2023-09-02,24967,16892,8075
500484,Company_48,2023-06-06,2023-07-21,2023-08-15,13052,8085,4967
500485,Company_48,2021-08-29,2021-10-06,2021-10-17,12375,2747,9628
500486,Company_48,2023-10-04,2023-11-28,2024-04-17,15807,5627,10180
500487,Company_48,2023-12-03,2024-02-10,2024-07-25,21621,12886,8735
500488,Company_48,2021-07-05,2021-08-08,2021-12-11,21567,7108,14459
500489,Company_48,2020-11-29,2020-12-13,2021-06-22,3652,1435,2217
500490,Company_48,2022-09-09,2022-10-03,2023-03-06,8734,5765,2969
500491,Company_48,2023-05-11,2023-08-30,2023-12-21,4168,1278,2890
500492,Company_48,2021-07-06,2021-10-22,2021-11-11,17553,1500,16053
500493,Company_48,2020-02-29,2020-03-12,2020-07-09,1466,780,686
500494,Company_49,2023-11-05,2024-02-15,2024-03-14,23284,5230,18054
500495,Company_49,2023-09-06,2023-10-14,2024-01-24,17991,16727,1264
500496,Company_49,2022-01-22,2022-03-26,2022-10-10,4417,1716,2701
500497,Company_49,2021-08-11,2021-09-04,2021-09-09,3921,3511,410
500498,Company_49,2021-10-24,2021-11-21,2021-12-22,13525,6399,7126
500499,Company_49,2020-08-24,2020-11-08,2021-02-28,2331,377,1954
500500,Company_49,2023-06-22,2023-07-16,2023-12-11,8361,985,7376
500501,Company_49,2022-12-10,2023-04-05,2023-04-28,20216,282,19934
500502,Company_49,2023-06-04,2023-09-24,2024-01-14,1666,1025,641
500503,Company_49,2021-09-11,2021-10-19,2022-04-05,4658,2897,1761
500504,Company_49,2020-10-24,2021-02-16,2021-03-10,24113,23275,838
500505,Company_49,2022-01-09,2022-01-28,2022-03-15,23159,7385,15774
500506,Company_49,2021-10-09,2021-10-23,2022-01-02,9998,4585,5413
500507,Company_49,2022-10-16,2022-12-16,2023-04-26,20616,10510,10106
500508,Company_49,2021-03-14,2021-06-26,2022-01-01,16308,7687,8621
500509,Company_49,2023-01-13,2023-03-30,2023-08-05,6139,2365,3774
500510,Company_49,2023-05-06,2023-05-17,2023-10-23,7763,7103,660
500511,Company_49,2023-07-13,2023-10-03,2023-12-23,14074,12459,1615
500512,Company_50,2021-05-18,2021-06-10,2021-10-04,11341,3107,8234
500513,Company_50,2022-10-06,2022-11-16,2023-03-11,23295,4731,18564
500514,Company_50,2021-05-25,2021-07-24,2021-07-30,21760,3616,18144
500515,Company_50,2021-11-08,2021-12-27,2022-06-18,12069,10613,1456
500516,Company_50,2020-10-26,2021-01-07,2021-03-12,17620,13255,4365
500517,Company_50,2022-09-24,2023-01-14,2023-05-11,17858,11554,6304
500518,Company_50,2020-12-09,2021-03-05,2021-08-05,2618,382,2236
500519,Company_50,2022-12-16,2023-01-28,2023-03-16,15640,10224,5416
500520,Company_50,2022-05-27,2022-06-21,2022-12-07,5264,4987,277
500521,Company_50,2022-04-09,2022-05-15,2022-05-18,8461,1166,7295
500522,Company_50,2023-01-30,2023-03-06,2023-08-26,12447,6943,5504
500523,Company_50,2022-03-30,2022-05-25,2022-11-11,6904,1011,5893
500524,Company_50,2021-07-09,2021-08-06,2021-12-11,17690,16,17674
500525,Company_50,2020-08-10,2020-09-27,2020-10-15,7853,274,7579
500526,Company_50,2020-10-22,2020-12-07,2021-04-13,12969,2773,10196
500527,Company_50,2022-02-06,2022-04-12,2022-08-21,14482,5653,8829
500528,Company_50,2020-06-30,2020-07-26,2020-09-13,20982,18112,2870
500529,Company_51,2021-02-03,2021-04-13,2021-08-01,2801,854,1947
500530,Company_51,2020-02-23,2020-03-26,2020-04-19,18617,15813,2804
500531,Company_51,2023-05-14,2023-07-28,2023-11-30,6444,3860,2584
500532,Company_51,2020-10-19,2020-12-20,2021-03-04,23472,23390,82
500533,Company_51,2023-12-01,2024-02-28,2024-08-12,2544,916,1628
500534,Company_51,2023-08-07,2023-10-02,2024-01-09,13039,2517,10522
500535,Company_51,2020-08-28,2020-11-30,2021-03-31,18623,15034,3589
500536,Company_51,2023-10-01,2024-01-14,2024-01-15,2320,637,1683
500537,Company_51,2022-11-21,2023-03-16,2023-04-27,5256,3273,1983
500538,Company_52,2023-02-17,2023-03-08,2023-09-06,8886,1289,7597
500539,Company_52,2022-02-23,2022-04-29,2022-05-06,22830,6550,16280
500540,Company_52,2021-08-15,2021-09-12,2022-03-19,4581,102,4479
500541,Company_52,2021-01-30,2021-04-26,2021-05-18,959,452,507
500542,Company_52,2023-08-25,2023-11-23,2023-11-30,6029,1933,4096
500543,Company_52,2020-04-17,2020-06-18,2020-07-11,18831,5693,13138
500544,Company_52,2023-07-01,2023-08-15,2023-09-03,8762,5966,2796
500545,Company_52,2021-12-20,2022-01-07,2022-02-05,1358,17,1341
500546,Company_53,2021-09-03,2021-12-03,2022-01-07,6991,3622,3369
500547,Company_53,2020-06-12,2020-09-13,2021-02-13,10161,5500,4661
500548,Company_53,2021-12-18,2022-03-03,2022-05-11,5362,974,4388
500549,Company_53,2022-08-03,2022-09-01,2022-09-16,21870,4141,17729
500550,Company_53,2023-01-01,2023-03-25,2023-06-11,12483,3783,8700
500551,Company_53,2021-07-03,2021-08-21,2021-09-04,11820,5674,6146
500552,Company_53,2023-02-01,2023-04-14,2023-08-16,12373,9659,2714
500553,Company_54,2023-08-23,2023-10-15,2024-04-25,9645,4083,5562
500554,Company_54,2022-05-09,2022-07-02,2022-07-25,18657,15561,3096
500555,Company_54,2020-07-27,2020-09-14,2021-03-09,18430,725,17705
500556,Company_55,2020-07-01,2020-10-13,2021-03-23,14687,11649,3038
500557,Company_55,2022-11-29,2023-03-27,2023-07-08,2926,2769,157
500558,Company_55,2022-10-16,2023-01-05,2023-04-17,1266,269,997
500559,Company_55,2020-11-25,2020-12-30,2021-01-20,23847,11800,12047
500560,Company_55,2023-01-12,2023-05-09,2023-06-26,7697,5735,1962
500561,Company_55,2020-05-08,2020-08-05,2021-01-05,16162,11481,4681
500562,Company_55,2021-05-01,2021-06-02,2021-06-11,19432,5492,13940
500563,Company_55,2022-01-21,2022-03-11,2022-07-22,9603,3634,5969
500564,Company_55,2020-02-01,2020-02-24,2020-05-11,11928,8742,3186
500565,Company_55,2023-12-13,2024-02-23,2024-03-02,16038,13829,2209
500566,Company_55,2022-06-25,2022-10-12,2023-04-27,7713,788,6925
500567,Company_55,2022-02-22,2022-04-19,2022-05-25,10852,10119,733
500568,Company_55,2020-03-21,2020-04-29,2020-07-26,21868,14529,7339
500569,Company_55,2022-10-24,2022-11-12,2023-01-06,18886,4001,14885
500570,Company_55,2021-05-23,2021-07-17,2021-11-23,12944,2962,9982
500571,Company_55,2022-03-28,2022-06-30,2022-10-09,10238,4574,5664
500572,Company_55,2023-12-19,2024-01-17,2024-02-20,4165,1708,2457
500573,Company_55,2022-03-29,2022-06-06,2022-07-28,7627,2964,4663
500574,Company_56,2021-07-24,2021-09-20,2022-01-06,11135,282,10853
500575,Company_56,2021-01-26,2021-03-14,2021-08-29,24316,4448,19868
500576,Company_56,2022-02-23,2022-06-07,2022-08-05,8081,456,7625
500577,Company_56,2020-03-28,2020-06-11,2020-09-14,14976,5042,9934
500578,Company_56,2020-10-01,2020-11-30,2021-01-22,10311,849,9462
500579,Company_56,2023-01-21,2023-02-27,2023-06-04,23686,22621,1065
500580,Company_56,2020-03-07,2020-05-31,2020-06-03,13871,10157,3714
500581,Company_56,2023-06-29,2023-08-04,2024-02-02,21938,297,21641
500582,Company_56,2023-11-26,2024-02-09,2024-04-20,3637,3122,515
500583,Company_56,2022-01-11,2022-02-08,2022-03-05,9521,1189,8332
500584,Company_56,2021-12-29,2022-04-22,2022-10-01,22269,7772,14497
500585,Company_56,2021-09-11,2021-10-29,2021-11-04,9497,2090,7407
500586,Company_56,2022-08-09,2022-08-24,2022-11-30,7293,1918,5375
500587,Company_56,2020-06-14,2020-09-23,2020-11-09,2414,428,1986
500588,Company_56,2022-02-11,2022-03-06,2022-05-15,17776,2965,14811
500589,Company_57,2022-06-30,2022-08-11,2022-09-05,9831,8155,1676
500590,Company_57,2022-10-30,2022-12-03,2023-03-18,7512,500,7012
500591,Company_57,2023-10-26,2023-12-24,2024-04-29,14841,1591,13250
500592,Company_57,2022-03-26,2022-06-10,2022-11-06,14916,10708,4208
500593,Company_57,2021-03-17,2021-06-01,2021-12-01,18487,1344,17143
500594,Company_57,2023-03-21,2023-04-18,2023-10-22,13299,5112,8187
500595,Company_57,2023-06-30,2023-09-26,2023-12-13,17585,471,17114
500596,Company_57,2023-01-14,2023-03-22,2023-08-15,19237,12846,6391
500597,Company_57,2022-08-30,2022-12-06,2023-02-14,2900,34,2866
500598,Company_57,2021-02-18,2021-04-19,2021-09-20,20427,15758,4669
500599,Company_57,2022-08-02,2022-08-30,2023-01-01,2884,1350,1534
500600,Company_57,2020-11-30,2020-12-12,2021-02-28,22409,12418,9991
500601,Company_57,2021-04-30,2021-08-13,2022-02-23,7346,2100,5246
500602,Company_57,2021-06-20,2021-07-03,2021-08-31,4459,720,3739
500603,Company_57,2022-09-15,2022-12-12,2023-03-05,2074,1304,770
500604,Company_57,2024-01-30,2024-03-12,2024-04-23,19165,4543,14622
500605,Company_57,2022-06-30,2022-10-26,2023-02-09,9218,2371,6847
500606,Company_58,2020-10-29,2021-02-25,2021-05-24,12996,12719,277
500607,Company_58,2021-07-29,2021-08-14,2022-02-24,5227,3902,1325
500608,Company_58,2023-10-28,2023-12-23,2024-05-31,24229,7186,17043
500609,Company_58,2023-11-09,2023-12-10,2024-04-16,18302,17328,974
500610,Company_58,2022-07-11,2022-08-01,2022-08-21,19526,591,18935
500611,Company_58,2023-05-10,2023-08-23,2024-03-03,22238,14483,7755
500612,Company_58,2020-02-07,2020-03-17,2020-07-14,14978,5539,9439
500613,Company_58,2020-05-09,2020-06-26,2020-08-14,20886,10258,10628
500614,Company_58,2020-08-17,2020-09-19,2021-03-05,7820,7398,422
500615,Company_58,2021-04-13,2021-08-04,2021-12-21,4747,2933,1814
500616,Company_59,2023-12-05,2024-03-05,2024-08-09,5433,1760,3673
500617,Company_59,2024-01-18,2024-05-07,2024-06-30,19957,1696,18261
500618,Company_59,2021-01-18,2021-05-14,2021-06-30,13199,11166,2033
500619,Company_59,2023-01-11,2023-03-09,2023-09-22,3596,2027,1569
500620,Company_59,2022-09-08,2022-11-03,2023-04-12,17979,10023,7956
500621,Company_59,2023-02-07,2023-05-02,2023-07-31,21494,17461,4033
500622,Company_59,2020-04-01,2020-07-13,2020-09-11,3381,2175,1206
500623,Company_59,2022-06-28,2022-10-20,2023-04-01,24360,3768,20592
500624,Company_59,2023-07-01,2023-09-07,2023-09-23,2965,1094,1871
500625,Company_59,2022-09-22,2022-10-03,2023-03-15,16469,7054,9415
500626,Company_59,2024-01-23,2024-05-03,2024-07-30,5838,5286,552
500627,Company_59,2022-06-09,2022-07-16,2022-08-12,21774,1443,20331
500628,Company_59,2023-11-19,2024-01-05,2024-07-02,10545,8548,1997
500629,Company_59,2020-08-11,2020-10-04,2020-11-13,22274,3725,18549
500630,Company_59,2023-04-19,2023-05-05,2023-05-09,4522,2574,1948
500631,Company_60,2022-10-15,2023-02-06,2023-06-27,4737,3588,1149
500632,Company_60,2021-02-24,2021-06-13,2021-09-25,23377,3805,19572
500633,Company_60,2020-10-28,2020-12-14,2020-12-22,10896,3922,6974
500634,Company_60,2023-04-24,2023-05-20,2023-07-10,1509,117,1392
500635,Company_60,2020-12-31,2021-01-10,2021-07-19,7421,35,7386
500636,Company_60,2020-12-22,2021-02-23,2021-05-13,10665,10444,221
500637,Company_60,2022-07-10,2022-07-23,2022-10-07,12465,10696,1769
500638,Company_60,2021-09-29,2022-01-04,2022-01-22,8608,8475,133
500639,Company_60,2022-07-15,2022-08-18,2022-08-20,24203,3340,20863
500640,Company_61,2021-10-23,2022-01-18,2022-02-16,6762,3088,3674
500641,Company_61,2021-07-15,2021-08-15,2022-02-18,21342,9633,11709
500642,Company_61,2023-12-14,2024-03-16,2024-09-19,6347,927,5420
500643,Company_61,2021-07-05,2021-10-04,2021-10-10,18320,11311,7009
500644,Company_61,2021-11-04,2022-01-30,2022-04-12,14181,10351,3830
500645,Company_61,2023-04-08,2023-06-10,2023-09-15,10656,5488,5168
500646,Company_61,2021-02-07,2021-04-18,2021-05-27,24078,19669,4409
500647,Company_62,2020-09-17,2020-12-18,2021-05-08,15190,315,14875
500648,Company_62,2023-01-16,2023-04-02,2023-07-01,18194,15936,2258
500649,Company_62,2020-03-31,2020-07-15,2020-10-29,1042,822,220
500650,Company_62,2020-04-18,2020-07-05,2020-11-10,20507,15639,4868
500651,Company_62,2021-11-07,2021-12-13,2022-03-02,13174,8035,5139
500652,Company_62,2021-12-04,2021-12-30,2022-01-09,3538,2375,1163
500653,Company_62,2022-08-03,2022-09-07,2023-01-14,1539,1150,389
500654,Company_62,2023-07-05,2023-08-01,2024-01-31,15095,7005,8090
500655,Company_62,2021-10-28,2022-02-23,2022-05-24,5676,1581,4095
500656,Company_62,2020-06-08,2020-07-03,2020-08-19,3387,1168,2219
500657,Company_62,2023-12-18,2024-03-09,2024-05-14,4510,752,3758
500658,Company_62,2023-04-12,2023-06-25,2023-12-26,22828,558,22270
500659,Company_62,2020-12-27,2021-03-09,2021-06-27,9710,8377,1333
500660,Company_62,2022-07-07,2022-09-23,2022-12-02,18606,5143,13463
500661,Company_62,2022-10-19,2023-01-06,2023-04-25,11237,2699,8538
500662,Company_62,2022-02-22,2022-05-28,2022-10-31,1110,1080,30
500663,Company_63,2023-09-16,2023-10-12,2024-03-29,7332,2854,4478
500664,Company_63,2021-07-08,2021-08-06,2022-02-05,13197,2697,10500
500665,Company_63,2020-04-04,2020-05-20,2020-07-21,9168,2755,6413
500666,Company_63,2022-12-18,2023-01-07,2023-06-06,17738,13170,4568
500667,Company_63,2023-04-12,2023-05-25,2023-07-25,17509,8225,9284
500668,Company_63,2022-05-08,2022-07-29,2022-08-21,23264,529,22735
500669,Company_63,2022-07-20,2022-09-20,2022-11-26,8209,3590,4619
500670,Company_63,2020-03-21,2020-04-13,2020-07-14,10799,10722,77
500671,Company_64,2021-05-15,2021-07-25,2021-11-01,4553,2775,1778
500672,Company_64,2021-01-21,2021-04-05,2021-09-22,8158,3562,4596
500673,Company_64,2021-05-03,2021-07-05,2021-07-12,10382,9251,1131
500674,Company_64,2021-08-19,2021-11-17,2022-04-17,1541,1165,376
